FCC,BCC,HCP,IM,Phase,Alloy name,Environment,Concentration in M,Electrolyte,Corrosion potential (mV vs SCE),Pitting potential (mV vs SCE),Icorr (microA/cm2),Calculated passive window,Processing,Al,B,Be,Co,Cr,Cu,Fe,Ga,Hf,La,Mg,Mn,Mo,Nb,Ni,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Reference
1,0,0,1,FCC+σ,CrFeCoNiV0.5,Deaerated 1 M H2SO4 ,1,H2SO4,-80,,69,,60 ◦C,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0.111111111,0,0,0,0,https://doi.org/10.3390/ma15103639
1,0,0,1,FCC+σ,CrFeCoNiV,Deaerated 1 M H2SO4 ,1,H2SO4,-190,,31,,30 ◦C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,https://doi.org/10.3390/ma15103639
1,0,0,1,FCC+σ,CrFeCoNiV,Deaerated 1 M H2SO4 ,1,H2SO4,-160,,103,,60 ◦C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,https://doi.org/10.3390/ma15103639
0,0,0,0,missing, Fe 40 Mn 20 Cr 20 Ni 20,0.5M H2SO4,0.5,H2SO4,-882,,372,,Ce-free HEA,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110489
0,0,0,0,missing, Fe 40 Mn 20 Cr 20 Ni 20,0.5M H2SO4,0.5,H2SO4,-875,,288,,Ce-0.05 HEA ,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110489
0,0,0,0,missing, Fe 40 Mn 20 Cr 20 Ni 20,0.5M H2SO4,0.5,H2SO4,-843,,154,,Ce-0.10 HEA,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110489
0,0,0,0,missing, Fe 40 Mn 20 Cr 20 Ni 20,0.5M H2SO4,0.5,H2SO4,-864,,495,,Ce-0.15 HEA,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110489
1,0,0,0,FCC,CoCrFeMnNi,0.6 M NaCl,0.6,NaCl,-313,,4,,SLM,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/adem.202200341
1,1,0,0,FCC+BCC,Al0.7FeCrCoNi,0.9% NaCl ,0.15,NaCl,-224,,0.9,,induction melting,0.14893617,0,0,0.212765957,0.212765957,0,0.212765957,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,https://doi.org/10.3390/ma15113938
1,0,0,0,FCC,CoCrFeNiCu,0.9% NaCl ,0.15,NaCl,-210,,1.1,,induction melting,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.3390/ma15113938
1,0,0,0,FCC,TiAlFeCoNi,0.9% NaCl ,0.15,NaCl,-435,,4.6,,induction melting,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,https://doi.org/10.3390/ma15113938
1,0,0,0,FCC,Mn0.5TiCuAlCr,0.9% NaCl ,0.15,NaCl,-253,,1.3,,induction melting,0.222222222,0,0,0,0.222222222,0.222222222,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.222222222,0,0,0,0,0,https://doi.org/10.3390/ma15113938
1,0,0,0,FCC,Ti6Al4V,0.9% NaCl ,0.15,NaCl,-268,,1,,induction melting,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,0.090909091,0,0,0,0,https://doi.org/10.3390/ma15113938
0,1,0,0,BCC,Ti20Zr20Nb20V20Ta20,1 M KOH,1,KOH,-575,-160,,415,arc-melting,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,https://doi.org/10.1016/j.corsci.2021.109880
0,1,0,0,BCC,Ti25Zr25Nb15V15Ta20,1 M KOH,1,KOH,-456,,,,arc-melting,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0.25,0.15,0,0,0,0.25,https://doi.org/10.1016/j.corsci.2021.109880
0,1,0,0,BCC,Ti20Zr20Nb15V15Ta15Hf15,1 M KOH,1,KOH,-498,,,,arc-melting,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0,0,0,0.15,0.2,0.15,0,0,0,0.2,https://doi.org/10.1016/j.corsci.2021.109880
1,1,0,0,FCC+BCC,AlCoCuFeNi,0.6 M NaCl,0.6,NaCl,-310,,0.86,,SLM,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,1,0,0,FCC+BCC,AlCoCuFeNi,0.6 M NaCl,0.6,NaCl,-250,,3.25,,LMD,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,1,0,0,FCC+BCC,AlCoCuFe 2.1 Ni ,0.6 M NaCl,0.6,NaCl,-640,,8.79,,GTA,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,1,0,0,FCC+BCC,AlCoCuFe 2.1 Ni ,0.6 M NaCl,0.6,NaCl,-450,,6.31,,U-GTA,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,0,0,0,FCC,CoCrCuFeNi,6 mol/l HCl,6,HCl,-400,,110,,PTA,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,0,0,1,FCC+Laves,CoCrCuFeNbNi ,6 mol/l HCl,6,HCl,-400,,890,,PTA,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
1,1,0,1,FCC+BCC+B2,AlCoCuFeNi ,0.5 mol/l HCl,0.5,HCl,-58,,7.93,,AC,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jmst.2022.05.035
0,0,0,1,A1,Al0.3CoCrFeNi,0.6 M NaCl,0.6,NaCl,-189,522,0.0632,711,As-forged,0.069767442,0,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0,0,0.23255814,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,0,0,1,A1+A2+B2,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-261,316,0.187,577,As-forged,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,0,0,1,A1+A2+B2,Al0.7CoCrFeNi,0.6 M NaCl,0.6,NaCl,-292,118,0.392,410,As-forged,0.14893617,0,0,0.212765957,0.212765957,0,0.212765957,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,0,0,1,A1,Al0.3CoCrFeNi,0.6 M NaCl,0.6,NaCl,-180,808,0.0289,988,As-equilibrated,0.069767442,0,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0,0,0.23255814,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,0,0,1,A1+B2,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-228,496,0.0714,724,As-equilibrated,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,0,0,1,A1+A2+B2,Al0.7CoCrFeNi,0.6 M NaCl,0.6,NaCl,-258,256,0.267,514,As-equilibrated,0.14893617,0,0,0.212765957,0.212765957,0,0.212765957,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2018.01.030
0,1,0,0,BCC,Al0.3CoCrFeNi,0.6 M NaCl,0.6,NaCl,-195,460,0.0835,655,arc-melting,0.069767442,0,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0,0,0.23255814,0,0,0,0,0,0,0,0,0,dx.doi.org/10.1016/j.corsci.2017.02.019
0,1,0,0,BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-225,385,0.252,610,arc-melting,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,dx.doi.org/10.1016/j.corsci.2017.02.019
0,1,0,0,BCC,Al0.7CoCrFeNi,0.6 M NaCl,0.6,NaCl,-275,52,0.429,327,arc-melting,0.14893617,0,0,0.212765957,0.212765957,0,0.212765957,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,dx.doi.org/10.1016/j.corsci.2017.02.019
1,0,0,0,FCC,Al0.1CoCrFeNi,0.6 M NaCl,0.6,NaCl,-22.3,,0.45,,missing,0.024390244,0,0,0.243902439,0.243902439,0,0.243902439,0,0,0,0,0,0,0,0.243902439,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jnucmat.2017.08.015
0,1,0,0,BCC,FeCoCrAlNi,0.6 M NaCl,0.6,NaCl,-167,257,0.073,424,melting-solidification,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.optlastec.2016.04.011
0,0,0,0,missing,Al2CrFeCo2.0CuNiTi,0.5 mol/l H2SO4,0.5,H2SO4,-330,,0.67,,arc furnace casting,0.222222222,0,0,0.222222222,0.111111111,0.111111111,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2017.03.054
0,0,0,0,missing,AlCoCrFeNi,0.5 mol/l H2SO4,0.5,H2SO4,-90,,13,,missing,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2017.03.054
0,0,0,0,missing,CrFe1.5MnNi0.5,0.5 mol/l H2SO4,0.5,H2SO4,-230,,690,,missing,0,0,0,0,0.25,0,0.375,0,0,0,0,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2017.03.054
0,0,0,0,missing,AlCoCrFeNiTi0.5,0.5 mol/l H2SO4,0.5,H2SO4,-100,,0.57,,missing,0.181818182,0,0,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,0.181818182,0,0,0,0.090909091,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2017.03.054
0,0,0,0,missing,TiZr0.5NbCr0.5V,0.5 mol/l H2SO4,0.5,H2SO4,-90,,0.02,,missing,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.125,http://dx.doi.org/10.1016/j.jallcom.2017.03.054
1,0,0,0,FCC,CoCrFeMnNi,0.6 M NaCl,0.6,NaCl,-350,80,147,430,annealed at 1000 ◦C for 3 h,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matchemphys.2017.07.031
1,0,0,0,FCC,Al0.1CoCrFeNi,0.6 M NaCl,0.6,NaCl,-210,860,48,1070,annealed at 1000 ◦C for 3 h,0.024390244,0,0,0.243902439,0.243902439,0,0.243902439,0,0,0,0,0,0,0,0.243902439,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matchemphys.2017.07.031
1,0,0,0,FCC,Al0.3CoCrFeNiMn0,0.6 M NaCl,0.6,NaCl,-169,,334,,annealing at 850 ◦C,0.069767442,0,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0,0,0.23255814,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matchemphys.2017.07.085
1,0,0,0,FCC,Al0.3CoCrFeNiMn0.1,0.6 M NaCl,0.6,NaCl,-172,,325,,annealing at 850 ◦C,0.068181818,0,0,0.227272727,0.227272727,0,0.227272727,0,0,0,0,0.022727273,0,0,0.227272727,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matchemphys.2017.07.085
1,0,0,0,FCC,Al0.3CoCrFeNiMn0.3,0.6 M NaCl,0.6,NaCl,-189,,331,,annealing at 850 ◦C,0.065217391,0,0,0.217391304,0.217391304,0,0.217391304,0,0,0,0,0.065217391,0,0,0.217391304,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matchemphys.2017.07.085
1,1,0,0,BCC + FCC1+ordered FCC2,FeCoCrAlCuNi5,0.6 M NaCl,0.6,NaCl,-270,,0.784,,missing,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.surfcoat.2017.02.068
1,1,0,0,BCC + FCC1+ordered FCC2,FeCoCrAlCuNi10,0.6 M NaCl,0.6,NaCl,-250,,0.363,,missing,0.066666667,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.surfcoat.2017.02.068
1,0,0,0,FCC1 + ordered FCC2,FeCoCrAlCuNi15,0.6 M NaCl,0.6,NaCl,-210,,0.748,,missing,0.05,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.surfcoat.2017.02.068
0,1,0,1,BCC+IM+NiTi_B2 ,NiTiNbTa,0.6 M NaCl,0.6,NaCl,-424,,0.06492,,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,https://ssrn.com/abstract=4067190
0,1,0,0,BCC,CuYZrTiHf,Seawater,0.55,Seawater,-1183,-903,159,280,arc melting,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,http://dx.doi.org/10.1016/j.matdes.2016.06.100
0,1,0,0,BCC,CuYZrAlHf,Seawater,0.55,Seawater,-1201,-907,146,294,arc melting,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,http://dx.doi.org/10.1016/j.matdes.2016.06.100
0,1,0,0,BCC,CuYZrAlTi,Seawater,0.55,Seawater,-1290,-808,235,482,arc melting,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,http://dx.doi.org/10.1016/j.matdes.2016.06.100
1,0,0,1,FCC+A2/B2,AlCoCuFeNi,0.5 mol/l HNO3,0.5,HNO3,-58,,7.93,58,polarization at 298K,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,FCC+A2/B2,AlCoCuFeNi,0.5 mol/l HNO3,0.5,HNO3,-158,,11.74,158,polarization at 366K,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,A2/B2+FCC,AlCoCuFeNiCr,0.5 mol/l HNO3,0.5,HNO3,-75,,5.09,75,polarization at 298K,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,A2/B2+FCC,AlCoCuFeNiCr,0.5 mol/l HNO3,0.5,HNO3,-284,,779.2,284,polarization at 366K,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,FCC+A2/B2+Laves,AlCoCuFeNiTi,0.5 mol/l HNO3,0.5,HNO3,-253,,44.76,253,polarization at 298K,0.166666667,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,FCC+A2/B2+Laves,AlCoCuFeNiTi,0.5 mol/l HNO3,0.5,HNO3,-374,,3379,374,polarization at 366K,0.166666667,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,FCC+A2/B2+Laves,AlCoCuFeNiCrTi,0.5 mol/l HNO3,0.5,HNO3,-256,,39.59,256,polarization at 298K,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,0,0,1,FCC+A2/B2+Laves,AlCoCuFeNiCrTi,0.5 mol/l HNO3,0.5,HNO3,-368,,2246,368,polarization at 366K,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.036
1,1,0,0,FCC+BCC,CoCrFeNiW,0.6 M NaCl,0.6,NaCl,-990,-370,14.2,620,VHPS,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.076
1,1,0,0,FCC+BCC,CoCrFeNiW0.5Mo0.5,0.6 M NaCl,0.6,NaCl,-1020,-260,8.9,760,VHPS,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0.1,0,0,0,http://dx.doi.org/10.1016/j.matdes.2016.12.076
1,0,0,0,FCC,Fe0CoCrNi,0.6 M NaCl,0.6,NaCl,-422,720,0.0105,1142,laser cladding,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matdes.2018.01.007
1,0,0,0,FCC,Fe0.2CoCrNi,0.6 M NaCl,0.6,NaCl,-433,579,0.0567,1012,laser cladding,0,0,0,0.3125,0.3125,0,0.0625,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matdes.2018.01.007
1,0,0,0,FCC,Fe0.4CoCrNi,0.6 M NaCl,0.6,NaCl,-444,464,0.0827,908,laser cladding,0,0,0,0.294117647,0.294117647,0,0.117647059,0,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matdes.2018.01.007
1,0,0,0,FCC,Fe0.6CoCrNi,0.6 M NaCl,0.6,NaCl,-454,266,0.102,720,laser cladding,0,0,0,0.277777778,0.277777778,0,0.166666667,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matdes.2018.01.007
1,0,0,0,FCC,AlCoCrFeNi,0.6 M NaCl,0.6,NaCl,-264.1,5.1,0.117,269.2,800 ◦C/168 h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.10.138
1,0,0,0,FCC,AlCoCrFeNi,0.6 M NaCl,0.6,NaCl,-259.6,-7.2,0.129,252.4,1000 ◦C/168 h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.10.138
1,0,0,0,FCC,AlCoCrFeNi,0.6 M NaCl,0.6,NaCl,-240.9,35.5,0.089,276.4,1200 ◦C/168 h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.10.138
1,0,0,0,FCC,Fe40Mn20Cr20Ni20 ,0.6 M NaCl,0.6,NaCl,-170,-58,0.44,112,Cerium contents at 0%,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164641
1,0,0,0,FCC,Fe40Mn20Cr20Ni20 ,0.6 M NaCl,0.6,NaCl,-156,29,0.34,185,Cerium contents at 0.05%,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164641
1,0,0,0,FCC,Fe40Mn20Cr20Ni20 ,0.6 M NaCl,0.6,NaCl,-270,54,0.47,324,Cerium contents at 0.1%,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164641
1,0,0,0,FCC,Fe40Mn20Cr20Ni20 ,0.6 M NaCl,0.6,NaCl,-303,265,0.56,568,Cerium contents at 0.15%,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164641
1,1,0,0,FCC + BCC,FeCoCrAlNiTi5,0.6 M NaCl,0.6,NaCl,-200,,0.2,,arc melting,0.1,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.12.196
1,1,0,0,FCC + BCC,FeCoCrAlNiTi10,0.6 M NaCl,0.6,NaCl,-230,,0.073,,arc melting,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0,0,0.666666667,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.12.196
1,1,0,1,FCC + BCC + Ti2Ni,FeCoCrAlNiTi15,0.6 M NaCl,0.6,NaCl,-175,,0.32,,arc melting,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.75,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.12.196
1,1,0,1,FCC + BCC + Ti2Ni + ordered BCC,FeCoCrAlNiTi20,0.6 M NaCl,0.6,NaCl,-190,,0.47,,arc melting,0.04,0,0,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0.8,0,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2016.12.196
1,1,0,0,FCC + BCC,Al0.8CoCrFeNiTi0.2,0.6 M NaCl,0.6,NaCl,-690,,7.96,,arc-melting and casting under vacuum,0.16,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.04,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2018.01.247
1,1,0,0,FCC + BCC,Al0.5CoCrFeNiTi0.5,0.6 M NaCl,0.6,NaCl,-320,,0.532,,arc-melting and casting under vacuum,0.1,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2018.01.247
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi,0.5moll/l H2SO4,0.5,H2SO4,-320,,4.2,,laser cladding,0.25,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi0.5,0.5moll/l H2SO4,0.5,H2SO4,-400,,0.31,,laser cladding,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0,0.133333333,0,0,0,0.066666667,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi1,0.5moll/l H2SO4,0.5,H2SO4,-520,,0.023,,laser cladding,0.25,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi1.5,0.5moll/l H2SO4,0.5,H2SO4,-370,,0.11,,laser cladding,0.235294118,0,0,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0.117647059,0,0,0,0.176470588,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi,0.6 M NaCl,0.6,NaCl,-580,,0.63,,laser cladding,0.25,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi0.5,0.6 M NaCl,0.6,NaCl,-450,,0.67,,laser cladding,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0,0.133333333,0,0,0,0.066666667,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi1,0.6 M NaCl,0.6,NaCl,-220,,0.013,,laser cladding,0.25,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
1,1,0,0,FCC + BCC,Al2CoCrCuFeNiTi1.5,0.6 M NaCl,0.6,NaCl,-630,,0.54,,laser cladding,0.235294118,0,0,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0.117647059,0,0,0,0.176470588,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2017.11.158
0,1,0,0,BCC1+BCC2,TiZrNbTaMo,Phosphate buffer saline (PBS) ,,PBS,-607,,,,arc-melted,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0.2,http://dx.doi.org/10.1016/j.msec.2016.12.057
0,1,0,0,BCC1+BCC2,CoCrMo,Phosphate buffer saline (PBS) ,,PBS,-320,435,,755,arc-melted,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.msec.2016.12.057
1,1,0,0,FCC + BCC,Al0.1CoCrFeNi,0.6 M NaCl,0.6,NaCl,-225,490.3,0.638,715.3,arc melting,0.024390244,0,0,0.243902439,0.243902439,0,0.243902439,0,0,0,0,0,0,0,0.243902439,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.ultsonch.2017.09.044
